title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
Chính Chủ 3PN Căn Hộ Vision Bình Tân thương lượng giá rẻ liên hệ Tôi - 119763395,"1,85 tỷ","96, Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","22,02 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất cao cấp,84 m²,Căn góc
"Căn hộ giá rẻ liền kề Phú Mỹ Hưng. chỉ 2,3 tỷ sở hữu ngay căn 2PN. - 120284972","2,3 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",46 triệu/m²,2 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng đặt cọc,Chung cư,,50 m²,
Bán nhanh căn hộ Dreamhome palace  3pn-2wc 75m2 giá chỉ từ 2.120 tỷ - 120668247,"2,12 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","28,27 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,75 m²,
🎉*** CC 1.750 Tỷ 2PN Giá *** dự án tai AEON TÊN LỬA BÌNH TÂN - 120735063,"1,75 tỷ","chưng cư bình trị đông, số 17 a, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","33,02 triệu/m²",2 phòng,,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,53 m²,
"Bán căn 2pn2wc Dreamhome palace Q8 giá 1,960 tỷ nhà cơ bản - 120735060","1,96 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","29,70 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,66 m²,
"Bán căn 65m2 2PN + 2WC Lovera Vista, view đẹp sổ hồng sẵn giá 2,35 tỷ - 120352733","2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","35,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,65.6 m²,
CHỦ CẦN BÁN GẤP CHUNG CƯ SƠN KỲ THANG BỘ Q TÂN PHÚ - 116536343,"2,19 tỷ","Đường CC2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","30,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,72 m²,
Căn hộ cao cấp Wiew đẹp hót nhất Phú mỹ Hưng - 120708557,"18,6 tỷ","Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","128,28 triệu/m²",3 phòng,4 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Bàn giao thô,145 m²,
Bán căn hộ 66m2 Dreamhome palace q8 giá 2ty có nội thất - 120734972,2 tỷ,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","30,30 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,66 m²,
"Bán Căn Hộ D-Aqua Quận 8, vị trí View Sông, Mặt Tiền Bến Bình Đông - 120320916","2,968 tỷ","301 Bến Bình Đông, phường 14, Quận 8, Tp. Hồ Chí Minh.","54,56 triệu/m²",2 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,54.4 m²,
Cần bán căn hộ 30m2 Lavida Plus giá 1.7 Tỷ  Bàn giao hoàn thiện cơ bản - 120734950,"1,7 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","56,67 triệu/m²",1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,30 m²,
CĂN HỘ KHẢI HOÀN PRIME MẶT TIỀN LÊ VĂN LƯONG KẾ CẦU LONG KIẾNG CK 14% - 116240805,450 triệu,"Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","7,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,60 m²,
🔻𝑪𝒉𝒐 𝒕𝒉𝒖𝒆̂ 𝒗𝒂̀ 𝒄𝒉𝒖𝒚𝒆̂̉𝒏 𝒏𝒉𝒖̛𝒐̛̣𝒏𝒈 𝒄𝒂̆𝒏 𝒉𝒐̣̂ 1𝑷𝑵 - 2𝑷𝑵 - 3𝑷𝑵 - 4𝑷𝑵 - 120637553,14 tỷ,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","95,89 triệu/m²",4 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,146 m²,
💋🎄C/c Hoàng Kim Thế Gia 61m2 2PN 2WC💋🎄 - 119410210,"2,45 tỷ","Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","40,16 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
BÁN GẤP CĂN HỘ CHUNG CƯ SUNRISE CITYVIEW QUẬN 7 GIÁ TỐT - 117406254,4 tỷ,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","52,63 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,76 m²,
"Bán căn 2pn, 68m2, sổ có sẵn, giá 2tỷ630, view sông - 120482495","2,63 tỷ","370, 370 370 Nguyễn Văn Quỳ, phường Phú Thuận, quận 7, Tp.HCM, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","38,68 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,68 m²,
Bán căn Góc ban công 2PN - hàng hiếm- gọi e Trâm xem nhà - 120734745,2 tỷ,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","37,74 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,53 m²,Căn góc
++ BÁN 2PN - 72M2 - GIÁ 8 TỶ - LUMIERE RIVERSIDE - 120734740,8 tỷ,"Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh","111,11 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,72 m²,
Chung cư Vip Q.3 - 65m2 - có chỗ đậu xe hơi - khu cán bộ - 120734704,"4,2 tỷ","Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","64,62 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,"Tập thể, cư xá",Hoàn thiện cơ bản,65 m²,
Bán căn hộ cao cấp full nội thất sang trọng xinh xắn xịn sò - 120553691,"5,3 tỷ","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","69,74 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,76 m²,
"Cần bán CH Picity High Park view hồ bơi C4 bơi full nội thất 2,450 tỷ - 113957827","2,45 tỷ",Thạnh Xuân 13,"42,98 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,57 m²,
Cần bán nhanh căn hộ Picity High Park 66m2 2PN2WC giá 2650 full 102% - 119861205,"2,65 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,66 m²,
"Cần bán căn hộ Picity High Park 57m2 2PN1WC nhà trống 2,3 tỷ full 102% - 119858033","2,3 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,35 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,57 m²,
Sở hữu ngay căn 2PN Bình Tân liền kề sân bay chỉ với 900TR ở ngay - 118541219,900 triệu,Khu dân cư Vĩnh Lộc ,"14,29 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,63 m²,
Căn hộ cao cấp nhà đẹp vào ở ngay view nam thoáng mát nhà mới - 120227894,"5,45 tỷ","Trương Quốc Dung, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","72,67 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
"Cần bán căn góc 71m2 có nội thất, giá chỉ 3,6ty giá *** dự án - 120734532","3,6 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","50,70 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,71 m²,
Bán gấp SaiGon Mia 2pn2wc 70m2 rèm cửa máy lạnh - 118887228,"3,45 tỷ","265-197, Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","49,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,70 m²,
Bán gấp 2pn1wc full nội thất 3ty1 bao thuế phí sang tên - 120295546,"3,1 tỷ","265-197, Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","52,54 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,59 m²,
Chìa khoá trao tay - nhận nhà ở ngay - chỉ với 450 triệu đồng - 120734442,"3,2 tỷ","Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","37,65 triệu/m²",2 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,85 m²,
Bán căn 2pn1wc Dreamhome palace giá 1.690 tỷ nhà có một ít nội thất - 120715011,"1,69 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","32,50 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,52 m²,Căn góc
"Cần bán gấp căn hộ 3pn, khu Emerald - Celadon City, giá chỉ 4.8 tỷ. - 120734404","4,8 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","46,15 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,104 m²,Căn góc
"Căn hộ QL13 Chỉ từ 1,3 tỉ/căn 47m2 - 20% nhận nhà - 119049389","1,29 tỷ","Đường Cách Mạng Tháng Tám, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","28,67 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,45 m²,
LEXINGTON 1-2-3PN - NỘI THẤT ĐẸP - GIÁ TỪ 2.7 TỶ - 101944971,"2,7 tỷ","Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","56,25 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,48 m²,
❤ GIÁ ĐẶC BIỆT ❤ DUPLEX EMERALD: 153m² 4 Phòng ngủ. View Công viên🌳. - 117074180,"5,65 tỷ","số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","36,93 triệu/m²",4 phòng,3 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Đang chờ sổ,Duplex,Nội thất cao cấp,153 m²,Căn góc
"B.á.n căn hộ SKY MANSION 4PN + 1 view SÔNG SÀI GÒN, Feliz En Vista - 117879501",27 tỷ,"Lê Hiến Mai, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","112,97 triệu/m²",5 phòng,4 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,239 m²,
SĂN HÀNG SIÊU PHẨM DUPLEX ECO GREEN QUẬN 7 GIÁ TỐT - 117248075,"13,89 tỷ","Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh","52,61 triệu/m²",3 phòng,2 phòng,Nam,Đã bàn giao,Bắc,,,,,
"Chính chủ bán căn hộ IDICO Tân Phú, 2 phòng ngủ giá 1.69 tỉ - 120734211","1,69 tỷ","262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","36,74 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,
"Cần bán chung cư IDICO Tân Phú 46m 2PN giá 1,62 tỷ - 120734155","1,62 tỷ","262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","35,22 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,
"BÁN CĂN HỘ VIEW SÔNG, THÁP T3, MASTERI THẢO ĐIỀN, QUẬN 2 - 120235488","6,95 tỷ","Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","99,47 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,69.87 m²,
Bán căn hộ chung cư Era Town Đức Khải q7 Tphcm - 120734127,"2,3 tỷ","D1, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","25,56 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,90 m²,
BÁN CĂN HỘ CAO CẤP KINGDOM 101 (4PN 4WC)- nội thất cao cấp đẹp - 120734087,13 tỷ,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","86,67 triệu/m²",4 phòng,4 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,150 m²,
"BÁN CĂN GÓC 2PN, 74M2, VIEW SÔNG, HƯỚNG ĐÔNG NAM, SỔ HỒNG - 119604292",3 tỷ,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","40,54 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,74 m²,Căn góc
"Sổ hồng - HÀNG HIẾM TẠI CĂN HỘ PRECIA QUẬN 2, 79M2, căn góc 2PN 4.29ty - 120734060","4,29 tỷ","Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","54,30 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,79 m²,Căn góc
"CHUYÊN BÁN NHIỀU CĂN HỘ 1PN, 2PN, 3PN KINGDOM101 - 120733956",6 tỷ,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",80 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
Chính chủ bán căn hộ Sunrise city SOUTH: 106m2 căn góc Đông - 120172532,"6,15 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","58,02 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất cao cấp,106 m²,Căn góc
Chính Chủ bán 63m2- 2PN 2WC - full Nội thất thiết kế-greentownBT - 120733905,"2,29 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","36,35 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,Nội thất cao cấp,63 m²,
"bán căn (1PN,1WC) Q7 Riverside view sông, 2 tỷ 370 giá thật x907101744 - 120733893","2,37 tỷ","04 Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","43,89 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,54 m²,
"Hạ giá Bán căn 3PN RichStar giá chỉ 3,4 tỷ - 84 m2 - view thoáng. - 119004532","3,4 tỷ","239 – 241 – 278 , Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","40,48 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,84 m²,
Bán gấp 2PN diện tích lớn. view sông. giá *** thị trường - 119885683,"6,2 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","72,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,85 m²,
"Cần bán căn hộ ven sông Vinhomes Golden River Quận 1, TPHCM - 120733780","13,509 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","162,76 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,83 m²,
"Chuyên Bán và Thuê căn hộ KINGDOM 101, Quận 10.  🍀  Cam kết giá tốt nh - 120733754","5,4 tỷ","334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","73,97 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
Chung cư 8x Thái An ( Thái An 6) bán căn 2 phòng giá 1.48 tỉ - 120352055,"1,48 tỷ","Số 21/5D , Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","24,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
"Chính chủ bán căn hộ Hoàng Kim Thế Gia, 2 phòng giá 2.3 tỉ có sổ - 120242987","2,3 tỷ","Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","37,70 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
"Bán Căn Hộ CC 5 Tầng Mặt Tiền Thái Thuận, 75m2, Giá Đẹp So Với Khu Vực - 120733697","2,99 tỷ","Đường Thái Thuận, Phường An Phú, Quận 2, Tp Hồ Chí Minh","39,87 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"Chung cư Topaz Garden Quận Tân Phú,64m2,2 phòng ngủ giá 2 tỉ 300 triệu - 119631728","2,3 tỷ","Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","35,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây Bắc,Đang chờ sổ,Chung cư,,64 m²,
"1pn giá 1,850; 2pn giá 2,150; 3pn giá 2,9 Picity - 113589827","2,15 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","35,83 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,60 m²,
"Bán căn 2 phòng ngủ Lô C Carina rộng 86m2, có sẵn sổ hồng - 118557601","2,15 tỷ","Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh",25 triệu/m²,2 phòng,2 phòng,Nam,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,86 m²,
Căn hộ cao cấp nhà đẹp 3 phòng ngủ view thoáng mát vào ở ngay - 120733663,"5,8 tỷ","Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","64,44 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,90 m²,
"Bán căn A2.11.07 lô A2 ,tầng 11, View Võ Văn kiệt - 117120436","2,35 tỷ","15, Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","32,19 triệu/m²",2 phòng,2 phòng,Đông Bắc,Đã bàn giao,Tây Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,73 m²,0
"Bán 4 căn 2 phòng ngủ , A1.09.03, A2.11.07, B1.14.04 và B1.08.10 - 119654771","2,35 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","32,19 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,73 m²,Căn góc
Bán căn  2 phòng ngủ lô C view công viên có nội thất - 116000625,"2,7 tỷ",Đường Võ Văn Kiệt,"36,99 triệu/m²",2 phòng,2 phòng,Bắc,Đã bàn giao,Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,73 m²,0
Tổng hợp quỹ căn hộ Eco Green Q7 2PN 3.1 tỷ-4.2 tỷ 3PN từ 4.3 tỷ - 109838617,"3,64 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","55,15 triệu/m²",2 phòng,,,Đã bàn giao,,1,Chung cư,Nội thất cao cấp,,
"Bán căn 2 phòng ngủ view Quận 1, tầng 9 lô A1 - 117642544","2,35 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","32,19 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,73 m²,
"Bán  căn góc rộng nhất chung cư 79 m2, 2 phòng ngủ view quận 1 - 114099448","2,4 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","30,38 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,79 m²,Căn góc
"Đi định cư cần bán gấp căn hộ rộng 91 m2 Lô B, có sổ hồng sẵn. - 115927803","2,35 tỷ","Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Hồ Chí Minh","25,82 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,91 m²,0
CĂN HỘ RIVERPARK PREMIER 133M2 NỘI THẤT CAO CẤP GIÁ 14.3 Tỷ - 120733435,"14,3 tỷ","Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","107,52 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,133 m²,
"CĂN HỘ FULL NỘI THẤT GIÁ 850 TRIỆU TẠI HQC PLAZA,BAO TẤT CẢ CHI PHÍ - 120591984",850 triệu,"Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","15,45 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,55 m²,
Cần bán căn 1PN+ giá 1tỷ900tr Full nội thất cao cấp - 117346861,"1,9 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",38 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,50 m²,
KHÁCH RUỘT CẦN BÁN CENTUM WEALTH 3PN 3.2 TỶ NHÀ MỚI - 119387763,"3,2 tỷ","Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","37,65 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,85 m²,
Bán Căn nhà tâm huyết làm để ở. Nhà đầy đủ nội thất chất lượng. - 120723254,"1,79 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","34,42 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
Nhận ký gửi mua bán cho thuê căn hộ Him Lam Phú An LH Ngay PKD CĐT - 120733351,"2,68 tỷ","số 32, Phước Long A, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh","38,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
Bán Nhanh Trong Tháng 11 Căn Hộ Đạt Gia 1PN 1WC - 120081367,"1,4 tỷ","Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",28 triệu/m²,1 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,50 m²,
BÁN NHANH GIÁ RẺ CĂN HỘ CHUNG CƯ CAO CẤP SUNRISE SỔ HỒNG SẴN QUẬN 7 - 119905856,"4,25 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","55,92 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,76 m²,
"Bán căn hộ (2PN, 2WC) 73m2 như hình. 3tỷ180 lh: x907101744 - 120706584","3,18 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","43,56 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,73 m²,
"Bán căn hộ Bàu Cát 2, có Sổ Hồng, 69m2 2PN-2WC view quận 1 cực thoáng - 120733121","3,2 tỷ","Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","46,38 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,69 m²,
"Kẹt tiền bán gấp 2pn view sông, Đông Nam giá chỉ 2,350 - 120706534","2,35 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,83 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,59 m²,
Bán căn 2pn 2wc Dreamhome palace giá chỉ 1.830 tỷ có nội thất - 120715102,"1,83 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","29,52 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,62 m²,
2PN Moolight trả trước 700 nhận nhà liền - 116016622,"2,1 tỷ","Số 510, Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","37,50 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,56 m²,Căn góc
