title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"LÔ ĐẤT ĐẸP NHƠN ĐỨC SỔ SẴN 3,5 TỶ - 116166167","3,5 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","39,77 triệu/m²",,Đã có sổ,Đất nền dự án,,88 m²,8 m,11 m
BÁN LÔ ĐẤT 195M2 MẶT TIỀN ĐƯỜNG 5 ĐẶNG VĂN BI GIÁ 8.4 TỶ - 115834112,"8,4 tỷ","Đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","43,08 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,195 m²,8 m,25 m
BÁN LÔ ĐẤT KDC THANH QUẾ NGUYỄN BÌNH GIÁ 3.85 TỶ - 119143118,"3,85 tỷ","Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","47,53 triệu/m²",,Đã có sổ,Đất nền dự án,,81 m²,5 m,16.2 m
✅ Bán Đất Xây Villa_13x17m_Đường Oto Vô Tư_Nguyễn Cửu Vân - 117024874,38 tỷ,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","175,12 triệu/m²",,Đã có sổ,Đất thổ cư,,217 m²,13 m,17 m
"Bán lô đất 105m2, 5x21, hẻm thông Đ. Võ Văn Hát, Long Trường, Quận 9 - 117823409","5,1 tỷ","Võ Văn Hát, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","48,57 triệu/m²",,Đã có sổ,Đất thổ cư,,105 m²,5 m,21 m
"BÁN ĐÁT CÂY HÀNG NĂM  XÃ TÂN AN HỘI, HUYỆN CỦ CHI - 119624837",393 triệu,"Đường Nguyễn Thị Rành, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",748.571 đ/m²,,Đã có sổ,Đất nông nghiệp,,525 m²,,
BÁN ĐẤT HẺM XE HƠI ĐƯỜNG THỐNG NHẤT P16 GÒ VẤP . - 119624711,5 tỷ,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","53,19 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Hẻm xe hơi,94 m²,4.11 m,23 m
"ĐẤT 4x19 , ĐƯỜNG OTO , GẦN CHỢ - 119275671","3,35 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","44,08 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,76 m²,4 m,19 m
BÁN ĐẤT NỀN 🔥TẶNG 10 PHÒNG TRỌ🔥 244M2  giá chỉ 6.8 tỷ (có thương lượng - 119624640,"6,8 tỷ","10, Đường Bình Trưng, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","27,87 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",244 m²,8 m,30 m
LÔ ĐẤT THỔ CƯ - LIỀN KỀ KHU ĐÔ THỊ PHÚ MỸ HƯNG - GIÁ CỰC TỐT - 116425712,"2,99 tỷ","36, Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","52,46 triệu/m²",Nam,Đã có sổ,Đất thổ cư,,57 m²,4 m,15 m
"Chính Chủ Bán Đất Vĩnh Lộc A, Ngang 7m dài 19,5m. Tổng 133m2, 1 Tỷ250 - 116878569","1,25 tỷ","Đường Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","9,40 triệu/m²",,Giấy tờ viết tay,Đất thổ cư,,133 m²,7 m,19.5 m
"Bán Đất Mặt Tiền Tỉnh Lộ 2, Tân Phú Trung, Củ Chi 1100m2 Giá 22 Tỷ TL - 119303296",22 tỷ,"Đường Tỉnh Lộ 2, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất thổ cư,,1100 m²,22 m,52 m
Chính chủ cần bán nhanh lô đất vườn 1.000m2 – Sổ hồng riêng - 119624333,"1,75 tỷ","Trần Thị Hải, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","1,75 triệu/m²",Tây Bắc,Đã có sổ,Đất nông nghiệp,,1000 m²,23 m,50 m
"Lô đất mt Trần Quang Khải, Q1, đoạn 2 chiều oto, 7x39m, xd cao tầng - 119624314",120 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","433,84 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,276.6 m²,7 m,39 m
"Bán Gấp Đất Bà Điểm 5 x 17 Giá 3,1 Tỷ Đường 8m Cực Rẻ. Ngộp Sâu - 117491648","3,1 tỷ","Đường Tiền Lân 17, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","34,44 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,5 m,18 m
Cần bán gấp Đất .P TTN Q12 khu 10 h vip DT 84 m2 - 119376655,"7,5 tỷ","Tân THỚI Nhất Q12, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","89,29 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,84 m²,4.2 m,20 m
Đất nền hẻm nhựa ô tô XDTD Bình Chánh ngay cầu Ông Thìn và QL50 - 119623847,"2,55 tỷ","Hưng Long Quy Đức, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",30 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",85 m²,5.5 m,15.2 m
"Bán đất thổ cư 5,7 x 20m hẻm xe hơi 4 tỷ 390 tại Hiệp Thành 13 - 119230060","4,38 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","36,81 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,119 m²,5.7 m,20 m
"Kẹt tiền cần bán gấp, đất nở hậu 16m - 117793366",24 tỷ,"Hẻm 4 Bùi Cầm Hổ, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","65,04 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",369 m²,5.15 m,35 m
"🐲 Bán đất 4x17m hẻm xe hơi Tránh nhau 793 Trần Xuân Soạn, giá 8,2 tỷ - 119623706","8,2 tỷ","trần xuân soạn , Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","120,59 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68 m²,4 m,17 m
BÁN ĐẤT THẠNH LỘC 31 Q12 - 85M2 (4.3M x 19.5M) - HXH - CHỈ 3.35 TỶ - 119248467,"3,35 tỷ","Đường Thạnh Lộc 31, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","39,41 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,85 m²,4.3 m,19.5 m
"Lô đất KDC Văn Minh, An Phú, 321m2 đất, mặt tiền công viên và sông - 119623452","77,136 tỷ","Lê Hữu Kiều, Phường An Phú, Quận 2, Tp Hồ Chí Minh",240 triệu/m²,,Đã có sổ,Đất thổ cư,,321.4 m²,,
đất ngay piccity tx13. đường  xe hơi - 119623317,"3,15 tỷ","tx13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","52,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,5 m,15 m
"Bán Lô Đất 140m2, View Sông Sài Gòn , Kế Bên Vạn Phúc City, Giá 9tỷ2TL - 119623302","9,2 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","65,71 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,140 m²,5 m,28 m
"SIÊU PHẨM LÔ ĐẤT ĐẸP , HẺM XE HƠI , ĐINH BỘ LĨNH P26 Q.BÌNH THẠNH - 119158133","5,85 tỷ","70/16A, Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","81,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,72 m²,4.5 m,16 m
"Cần bán đất gấp  P. Long Trường, Quận 9. Giá chỉ 42,7 triệu/m2. - 117703986","2,9 tỷ","Bùi Xương Trạch, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","42,71 triệu/m²",Đông Nam,Đã có sổ,Đất nền dự án,Mặt tiền,67.9 m²,4.1 m,16.5 m
Bán rẻ đất 1.350m2 đường xe hơi Bình Lợi giá 2.2ti - 119196031,"2,2 tỷ","Đường vành đai 3 TP.HCM, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh","1,63 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1350 m²,13 m,104 m
Bán đất thổ cư giá rẻ tại xã Lê Minh Xuân Bình Chánh - 118447066,"3,6 tỷ","Đường Thích Thiện Hoà, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",16 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,225 m²,5 m,50 m
Đất thổ cư 5x21m mặt tiền Nguyễn Thị Ly gần Dương Công Khi Ngã 3 Giồng - 119623057,"3,5 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,02 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,106 m²,5 m,22 m
Đất mặt tiền Nguyễn Thị Ly xã Xuân Thới Sơn - 119623030,"3,49 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,24 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,105 m²,,
khu đường nhựa vỉa hè.khu víp đẹp nhất quận 12 - 119622993,"3,14 tỷ","Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","52,33 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,60 m²,4 m,15 m
"bán nền sổ cá nhân khu Nam Rạch Chiếc, An Phú Quận 2 - 116032366","8,99 tỷ","An Phú, Phường An Phú, Quận 2, Tp Hồ Chí Minh","112,38 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",80 m²,5 m,16 m
"Đất vuông vức MT nhựa 5*25 hợp xây ở - đầu tư, ra TL2 300m - giá 690tr - 119241452",690 triệu,"Đường Nguyễn Thị Tắng, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","5,52 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,125 m²,5 m,25 m
đất mặt tiền đường kinh doanh buôn bán - 118937169,12 tỷ,"Nguyễn Tư Nghiêm , Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh","98,36 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,122 m²,,
Bán đất đương số 1 kdc Hiệp Ân p5q8 - 119622815,35 tỷ,"Đường Đường số 1, Phường 5, Quận 8, Tp Hồ Chí Minh","111,82 triệu/m²",Đông,Đã có sổ,Đất nền dự án,,313 m²,12.5 m,25 m
"Đất MT 6m nhựa, 182m2 SHR, Tân nhựt, BChanh 990tr, cần gấp - 119622740",990 triệu,"33, Đường Đê Số 2, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh","5,44 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,182 m²,34 m,11.5 m
"Chỉ 3Tỷ3 Đất Khu phân lô Linh Xuân, Thủ Đức, 66m2, Xây dựng cao tầng - 119622688","3,3 tỷ","Đường số 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,66 m²,4 m,17 m
"Đất VIP Ngang 9m_204m2 Full Thổ Cư_Hẻm Xe Tải 2,5 Tấn_1/ Lê Đức Thọ - 118280414","13,4 tỷ","Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","65,69 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,204 m²,9 m,24 m
"Bán đất Quốc lộ 1, Xã An Phú Tây, Bình Chánh. Giá: 88 tỷ, Dt: 2112,9m2 - 119622643",88 tỷ,"Đường Quốc lộ 1, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","41,65 triệu/m²",,Đã có sổ,Đất công nghiệp,,2112.9 m²,,
"BÁN ĐẤT 5×20,5M MT 10M KDC TÂN TIẾN_NGUYỄN VĂN QUÁ Q12 - 118859411","5,3 tỷ","1154//, Đường Nguyễn Văn Quá, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","50,48 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",105 m²,5 m,20.5 m
Đất MT TX39 lô góc 2 MT 9x16 140m2 có 62m2 TC đường xe tải thông - 117011474,"3,98 tỷ","Thạnh Xuân 39, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","28,43 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Thổ cư 1 phần,Mặt tiền,Hẻm xe hơi",140 m²,9 m,16 m
"Đất 1/ ngắn 20m Đường 7m xe tải bờ kênh APĐ01 ngay chợ Vườn Lài 4,1x13 - 118883961","3,59 tỷ","An phú Đông 01, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","71,80 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",50 m²,4.1 m,12.5 m
Cần bán gấp lô đất rẻ nhất khu tên lữa 4.5x20m gần siêu thị AEON 8 tỷ - 118859265,8 tỷ,"Đường số 21, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","88,89 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",90 m²,4.5 m,20 m
"Đất KDC an ninh, tiềm năng sinh lời cao, sổ sẵn, công chứng nhanh - 119622425",3 tỷ,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","33,33 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,4.05 m,22 m
HOT! BÁN ĐẤT MẶT TIỀN PHẠM THẾ HIỂN LÔ KẾ GÓC VỊ TRÍ ĐẸP NGAY NGÃ TƯ - 115729206,"6,84 tỷ","Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",57 triệu/m²,,Đã có sổ,Đất nền dự án,Mặt tiền,120 m²,5 m,24 m
"Bán Lô 450m2 thổ cư, 1 mặt tiền đường Cạnh Cạn Phúc City - 119598086","35,5 tỷ","Đường số 3, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","78,89 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,450 m²,15 m,30 m
Cần bán gấp lô đất 32x90 MT tỉnh lộ 15 Tân Thạnh Đông Củ Chi - 119622280,43 tỷ,"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","15,44 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Mặt tiền,2785.1 m²,32 m,90 m
"Đất 8,10*30m Shr mt  kd buôn bán đg Thái T Giữ gần chợ Cây Me Bà Điểm - 119622203","15,5 tỷ","Đường Thái Thị Giữ, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","64,58 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,240 m²,8.1 m,30 m
"BÁN ĐẤT THỔ CƯ TẠI HẺM 1991 LÊ VĂN LƯƠNG, DT 89M2 - 117639131","3,2 tỷ","867 nguyễn bình, ấp 2, nhơn đức, nhà bè.","35,96 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",89 m²,4 m,22 m
Bán đất 60.4m2 hẻm lớn 1135 Huỳnh Tấn Phát - 115366410,"3,6 tỷ","1135, Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","59,60 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,60.4 m²,4.05 m,15 m
Bán lô góc dự án An Thiên Lý chỉ 70tr/m ngay Đường D10 giá tốt - 119004607,"10,4 tỷ","Dương Đình Hội, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","69,80 triệu/m²",,Đã có sổ,Đất nền dự án,,149 m²,,
"Bán Đất Ngã 3 Hoàng Hữu Nam, Lê Văn Việt, Long Thạnh Mỹ, Quận 9 giá 3t - 119622074",3 tỷ,"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",50 m²,,
"C CHỦ BÁN ĐẤT GÓC 2 MẶT TIỀN VỊ TRÍ ĐẮC ĐỊA PHAN HUY ÍCH, ( 34x80M) - 114524384",269 tỷ,"Phan Huy ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","130,77 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,2057 m²,34 m,80 m
HOT! BÁN ĐẤT 20X49 KHU TẤN TRƯỜNG PHÚ THUẬN QUẬN 7 - 119621972,18 tỷ,"Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","19,19 triệu/m²",,Đã có sổ,Đất nông nghiệp,Chưa có thổ cư,938 m²,20 m,49 m
BÁN ĐẤT MT AN KHÁNH Q2 SIÊU RẺ - 300m2 - CHỈ HƠN 90tr/m2- RẺ NHẤT KV✌️ - 119621936,"27,9 tỷ","Đường số 4, Phường An Khánh, Quận 2, Tp Hồ Chí Minh",93 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",300 m²,10 m,30 m
"Bán lô đất 52m2 hẻm xe tải 8m đường Nguyễn Ảnh Thủ, P Hiệp Thành, Q 12 - 119621928","3,3 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","64,71 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,51 m²,4.5 m,12 m
"🔥 Nhà Bán 68 Đường 10A Tiền Đường 12m KDCVL,✅ Đối Diện Công Viên,6-20m - 114507766","7,55 tỷ","68, Đường 10A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","62,92 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Mặt tiền,120 m²,6 m,20 m
"✅Bán Đất Thổ 129 -131Hẻm 390 QL.1A,ngay KDC Vĩnh Lộc ✅4-15M 60m2 3.3ty - 116387996","3,3 tỷ","129-131, Hẻm 390 Quốc Lộ 1A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",55 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",60 m²,4 m,15 m
"Đất Nền Khu Dân Cư Phú Mỹ - Chợ Lớn Quận 7| 5x18,5m - 119180181","10,5 tỷ","Đường Nguyễn Lương Bằng nối dài, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","113,51 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Mặt tiền,92.5 m²,5 m,18.5 m
"HÀNG HIẾM ĐẤT NỀN GIÁ SIÊU RẺ 1,45 TỶ BÌNH MỸ CỦ CHI GIÁP Q12 - 119502354","1,45 tỷ","VÕ VĂN BÍCH, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","15,59 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,93 m²,5 m,18.21 m
"ĐẤT GÓC 2 MẶT TIỀN KHU ANH TUẤN GREEN RIVER SIDE, NHÀ BÈ| 8,5x16m - 117406411",9 tỷ,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","68,70 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,131 m²,8.5 m,16 m
"ĐÁT NỀN THỔ CƯ ⛔️ HẺM 2552 HUỲNH TẤN PHÁT, NHÀ BÈ| 80m2 - 117439846",4 tỷ,"2552, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",50 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,6.2 m,13 m
"Bán Lô Đất Thổ cư SHR dt 6,2x18 vị trí đẹp 1/ Đường lớn Đông Thạnh HM - 117548869","2,95 tỷ","Đông Thạnh 8, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","27,31 triệu/m²",,Đã có sổ,Đất thổ cư,,108 m²,6.2 m,18 m
"Bán Đât SHR 1/ đường nhựa hẻm 5m thông DT 5,2x18 nở hậu 5,4m Hóc Môn - 119621647",3 tỷ,"Đường Đông Thạnh 3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","33,33 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,5 m,18 m
"Đất thổ cư 16m*23m, đường xe tải, gần Cty 27/7 Xuân Thới Sơn - Hóc Môn - 118400348","6,8 tỷ","Lê thị kim, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","18,48 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,368 m²,16 m,23 m
"BÁN ĐẤT ĐƯỜNG NHỰA DIỆN TÍCH KHỦNG 1/ TÔ KÝ , XÃ TÂN XUÂN , HÓC MÔN - 115123042",18 tỷ,"Đường Tô Ký, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","14,17 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư 1 phần,Hẻm xe hơi",1270.3 m²,24 m,52 m
"Đất thổ cư 9x18, hẻm Phan Văn Hớn, gần ngã 4 Bà Điểm - Hóc Môn - 119231019","4,85 tỷ","Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","29,94 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,162 m²,9 m,18 m
BÁN ĐẤT1/THỚI TAM THÔN 17 HÓC MÔN GẦN NGUYỄN ẢNH THỦ RÁP RANH QUẬN 12 - 116965705,"3,6 tỷ","Đường Thới Tam Thôn 17, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",45 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",80 m²,5 m,16 m
"BÁN LÔ ĐẤT PULL THỔ , ĐƯỜNG XE TẢI 1/ BÀ TRIỆU , TÂN XUÂN , HÓC MÔN - 115147569","7,999 tỷ","Đường Bà Triệu, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","21,85 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi,Nở hậu",366.2 m²,7.83 m,51 m
"CHÍNH CHỦ BÁN LÔ ĐẤT THỔ CƯ 53M GẦN CTY NHỰA DUY TÂN AN LẠC, SỔ SẴN - 119621438","3,45 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,09 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",53 m²,4 m,13.4 m
Bán Đất Khu Anh Tuấn Green RiverSide Huỳnh Tấn Phát| 5×17m - 119347842,"4,6 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","54,12 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,85 m²,5 m,17 m
Bán đất hẻm 1328 Lê văn lương Phước kiển - 119121743,3 tỷ,"1328, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",30 triệu/m²,Đông,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"Bán đất cạnh hxh Võ thị nhờ 487 htp - 68,8m2 xd tự do - chỉ 4.5 tỷ tl - 119621289","4,5 tỷ","Đường Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","65,41 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68.8 m²,4.3 m,16 m
Bán lô góc thổ cư hẻm 1896 Lê Văn lương - 116069137,"3,2 tỷ","1896, Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",40 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,8 m,10 m
"Đất 5x16m, Giá: 3.1ty, Hẽm 274 Nguyễn Văn Tạo, Long Thới, Nhà Bè. - 117989172","3,1 tỷ","274/, Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","38,75 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,5 m,16 m
BÁN ĐẤT PHƯỜNG 5 - 136m2 - Hẻm ÔTÔ . - 116856823,9 tỷ,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","66,18 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,136 m²,8 m,17 m
BÁN ĐẤT 10✘20  - 200M2 - ĐƯỜNG 7M THÔNG . - 117673022,"13,5 tỷ","Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","67,50 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,200 m²,10 m,20 m
LÔ ĐẤT 1045M2 - 2 MẶT TIỀN - KHU DÂN CƯ MỚI MÀ CHỈ NHỈNH 3 TỶ - 119369786,"3,8 tỷ","Tập Đoàn 5, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","3,64 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1045 m²,20 m,52 m
Bán lô đất mt QL50 - 117739326,"6,8 tỷ","QL50, Xã Đa Phước, Huyện Bình Chánh, Tp Hồ Chí Minh","55,28 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",123 m²,7.5 m,19 m
Bán Đất Chính Chủ DT 5x18m (90m) Q7 Saigon Riverside Hưng thịnh Quận 7 - 108558663,"6,6 tỷ","Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","73,33 triệu/m²",,3,Đất thổ cư,,90 m²,5 m,18 m
Bán đất Lã Xuân Oai - Cách mặt tiền lã xuân oai chỉ 100m - 119217043,"3,4 tỷ","Đường Lã Xuân Oai, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",68 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50 m²,4.55 m,11 m
Đất Thổ Cư Đường Làng Tăng Phú - Giá Chỉ -3ty250 - 119193459,"3,25 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","64,48 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50.4 m²,4.2 m,10.8 m
