price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"8,90 tỷ","Đường Đoàn Văn Bơ, Phường 14, Quận 4, Tp Hồ Chí Minh",89 triệu/m²,4 phòng,5 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
720 triệu,"Ấp Long Hưng, Xã Long Thượng, Huyện Cần Giuộc, Long An","22,86 triệu/m²",2 phòng,2 phòng,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,3.5 m,9 m,,
"3,98 tỷ","144/7 Lê Văn Thọ Phường 11 Quận Gò Vâp Tphcm, 144/7 Lê Văn Thọ Phường 11 Quận Gò Vâp Tphcm, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","107,57 triệu/m²",2 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,20 tỷ","Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",155 triệu/m²,5 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,,,
850 triệu,Cập nhật 1 ngày trước,"8,10 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,100 m²,
"10,30 tỷ","Đường Dương Bá Trạc, Phường 2, Quận 8, Tp Hồ Chí Minh","115,73 triệu/m²",5 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,22 m,,
7 tỷ,"Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","184,21 triệu/m²",9 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.8 m,11 m,,
"5,40 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","85,71 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,3.5 m,,,
5 tỷ,"Đường Số 1, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","62,50 triệu/m²",3 phòng,4 phòng,Đông Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
7 tỷ,"Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","184,21 triệu/m²",9 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.8 m,11 m,,
"5,40 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","85,71 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,3.5 m,,,
5 tỷ,"Đường Số 1, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","62,50 triệu/m²",3 phòng,4 phòng,Đông Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"5,45 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","77,86 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,17 m,,
"3,40 tỷ","Đường Tôn Thất Thuyết, Phường 4, Quận 4, Tp Hồ Chí Minh","97,14 triệu/m²",6 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,10 m,,
"10,80 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",90 triệu/m²,4 phòng,,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,6 m,20 m,,
"1,15 tỷ","Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","10,09 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,6 m,,,
"6,50 tỷ","Phan Chu Trinh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","185,71 triệu/m²",6 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.5 m,12.5 m,,
"9,50 tỷ","Thời An, Phường Thới An, Quận 12, Tp Hồ Chí Minh","62,09 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,Nhà biệt thự,,15 m,10 m,,
"7,35 tỷ","Đường Phan Văn Trị, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","113,08 triệu/m²",4 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,6 m,12 m,,
"3,50 tỷ","Đường Cô Giang, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","129,63 triệu/m²",2 phòng,2 phòng,Tây Nam,3,Đã có sổ,"Nhà ngõ, hẻm",,3 m,,,
"4,39 tỷ","Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","84,42 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
780 triệu,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Tp Hồ Chí Minh","35,45 triệu/m²",1 phòng,1 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"6,60 tỷ",Cập nhật 1 ngày trước,110 triệu/m²,4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,,60 m²
930 triệu,Cập nhật 1 ngày trước,"84,55 triệu/m²",2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,11 m²
"3,55 tỷ","Cây Cám, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","52,99 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,16.7 m,,
"7,25 tỷ","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","181,25 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
14 tỷ,"238, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","212,12 triệu/m²",5 phòng,3 phòng,Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"1,69 tỷ","Hẻm 138 Trần Hưng Đạo , Phường An Nghiệp, Quận Ninh Kiều, Cần Thơ","46,94 triệu/m²",2 phòng,1 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,9 m,,
"13,80 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","172,50 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,16 m,,80 m²
930 triệu,Cập nhật 1 ngày trước,"84,55 triệu/m²",2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,11 m²
"3,55 tỷ","Cây Cám, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","52,99 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,16.7 m,,
"7,25 tỷ","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","181,25 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
14 tỷ,"238, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","212,12 triệu/m²",5 phòng,3 phòng,Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"1,69 tỷ","Hẻm 138 Trần Hưng Đạo , Phường An Nghiệp, Quận Ninh Kiều, Cần Thơ","46,94 triệu/m²",2 phòng,1 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,9 m,,
"13,80 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","172,50 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,16 m,,80 m²
"1,30 tỷ","97/45, Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","86,67 triệu/m²",1 phòng,1 phòng,,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Nội thất đầy đủ,3 m,,,
"1,20 tỷ","dương, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",12 triệu/m²,3 phòng,3 phòng,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,,,
"9,50 tỷ","Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","237,50 triệu/m²",8 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,3.5 m,11 m,,
"5,55 tỷ","Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","61,67 triệu/m²",4 phòng,4 phòng,Đông Nam,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"3,40 tỷ",Cập nhật 1 ngày trước,100 triệu/m²,3 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,34 m²,34 m²
"8,30 tỷ","Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","115,28 triệu/m²",4 phòng,5 phòng,Đông Nam,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
930 triệu,Cập nhật 1 ngày trước,"10,33 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,90 m²
15 tỷ,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",150 triệu/m²,3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,16 m,,100 m²
"5,98 tỷ","Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","70,35 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,17 m,,85 m²
"7,30 tỷ",Cập nhật 1 ngày trước,"145,13 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,50.3 m²,50.3 m²
645 triệu,"Vàm Suối, Phường Bình Thắng, Thành phố Dĩ An, Bình Dương","8,06 triệu/m²",3 phòng,2 phòng,Đông Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"14,50 tỷ","Duong 6, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","125,22 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.54 m,20 m,79 m²,115.8 m²
"5,85 tỷ","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","87,31 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,16.5 m,,67 m²
"4,55 tỷ",Cập nhật 1 ngày trước,"122,97 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,37 m²
"5,98 tỷ","Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","70,35 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,17 m,,85 m²
"7,30 tỷ",Cập nhật 1 ngày trước,"145,13 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,50.3 m²,50.3 m²
645 triệu,"Vàm Suối, Phường Bình Thắng, Thành phố Dĩ An, Bình Dương","8,06 triệu/m²",3 phòng,2 phòng,Đông Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"14,50 tỷ","Duong 6, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","125,22 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.54 m,20 m,79 m²,115.8 m²
"5,85 tỷ","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","87,31 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,16.5 m,,67 m²
"4,55 tỷ",Cập nhật 1 ngày trước,"122,97 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,37 m²
"3,29 tỷ",Cập nhật 1 ngày trước,"58,75 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,56 m²
"8,50 tỷ","Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh","212,50 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"15,50 tỷ","Đường A4, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","206,67 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4 m,,,
"5,50 tỷ",Cập nhật 1 ngày trước,"94,83 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,58 m²
"2,98 tỷ","Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","74,50 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"4,20 tỷ","Hẻm 75 Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","79,25 triệu/m²",2 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,50 tỷ","Nguyễn Duy Trinh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","75,76 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,12.7 m,,72.6 m²
"5,70 tỷ","Đường Số 8, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","113,32 triệu/m²",6 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,15 m,,
13 tỷ,"Đường Ba Đình, Phường 10, Quận 8, Tp Hồ Chí Minh","104,84 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,32 m,,124 m²
"2,40 tỷ",Cập nhật 1 ngày trước,75 triệu/m²,2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,32 m²
"3,30 tỷ","Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","103,13 triệu/m²",4 phòng,3 phòng,Nam,4,Đã có sổ,"Nhà ngõ, hẻm",,3.2 m,,,
"2,69 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","42,03 triệu/m²",4 phòng,3 phòng,,2,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4.5 m,,,
"1,73 tỷ",Cập nhật 1 ngày trước,"57,67 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,30 m²
"4,40 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",88 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"2,69 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","42,03 triệu/m²",4 phòng,3 phòng,,2,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4.5 m,,,
"1,73 tỷ",Cập nhật 1 ngày trước,"57,67 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,30 m²
"4,40 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",88 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"2,65 tỷ","Phố Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",106 triệu/m²,3 phòng,2 phòng,,4,Không có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3 m,,,
"6,50 tỷ","Đường Nguyễn Hới, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","81,25 triệu/m²",3 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,5 m,16 m,,
"7,95 tỷ","Số, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,73 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.24 m,11.5 m,,66.4 m²
"8,30 tỷ","Đường 22 Tháng 12, Phường Thuận Giao, Thành phố Thuận An, Bình Dương","22,43 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đông Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
18 tỷ,"Đường Chánh Hưng, Phường 4, Quận 8, Tp Hồ Chí Minh","236,84 triệu/m²",nhiều hơn 10 phòng,,,6,Đã có sổ,"Nhà ngõ, hẻm",,4 m,19 m,,
"4,80 tỷ","Hiệp Thành 39, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","44,86 triệu/m²",3 phòng,3 phòng,Đông,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,15 tỷ","Đường Vạn Kiếp, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","39,81 triệu/m²",3 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,13 m,54 m²,54 m²
"6,28 tỷ","Đường Tạ Quang Bửu, Phường 2, Quận 8, Tp Hồ Chí Minh","125,60 triệu/m²",5 phòng,,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,50 m²
7 tỷ,"Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","89,74 triệu/m²",4 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,19 m,,
8 tỷ,"3, Khúc Thừa Dụ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","266,67 triệu/m²",4 phòng,3 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,5 m,,200 m²,
"2,80 tỷ","Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Tp Hồ Chí Minh","65,12 triệu/m²",3 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,11 m,43 m²,43 m²
"2,75 tỷ","Đường tỉnh 743A, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","24,69 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,28 m,,111.4 m²
"15,20 tỷ","Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",380 triệu/m²,4 phòng,6 phòng,,8,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,,,
"6,25 tỷ","Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","97,66 triệu/m²",3 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,16 m,64 m²,64 m²
"6,25 tỷ","Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","156,25 triệu/m²",4 phòng,4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,31 m,,40 m²,
"2,50 tỷ","Xóm Bố_Bầu Đồn, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh","9,26 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,10 m,27 m,,
"2,35 tỷ","Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","58,75 triệu/m²",2 phòng,2 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,25 tỷ","Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","97,66 triệu/m²",3 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,16 m,64 m²,64 m²
"6,25 tỷ","Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","156,25 triệu/m²",4 phòng,4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,31 m,,40 m²,
"2,50 tỷ","Xóm Bố_Bầu Đồn, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh","9,26 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,10 m,27 m,,
"2,35 tỷ","Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","58,75 triệu/m²",2 phòng,2 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,65 tỷ","Đường Diên Hồng, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","39,55 triệu/m²",4 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,17 m,67 m²,67 m²
"5,25 tỷ","Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","90,52 triệu/m²",3 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,14 m,58 m²,58 m²
"2,54 tỷ","Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","39,69 triệu/m²",4 phòng,,,,Đã có sổ,Nhà phố liền kề,,4 m,17 m,64 m²,64 m²
"2,25 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","64,29 triệu/m²",2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,7 m,70 m²,
30 tỷ,"Số, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","163,04 triệu/m²",3 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,8 m,23 m,,184 m²
"8,20 tỷ","Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","102,50 triệu/m²",4 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"7,20 tỷ","Đường Võ Nguyên Giáp, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",80 triệu/m²,5 phòng,5 phòng,,,Đã có sổ,Nhà phố liền kề,,5 m,18 m,360 m²,
"3,60 tỷ",Cập nhật 1 ngày trước,"56,25 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,130 m²,64 m²
"2,95 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",59 triệu/m²,2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,5 m,,,
32 tỷ,"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","152,38 triệu/m²",5 phòng,,,,Đã có sổ,Nhà biệt thự,Nội thất cao cấp,10 m,21 m,210 m²,
"2,90 tỷ","Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","65,91 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4 m,11 m,,
"2,52 tỷ","Phượng nghĩa, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội","74,12 triệu/m²",4 phòng,3 phòng,Nam,4,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"2,47 tỷ","Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","117,62 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3 m,,,
"2,40 tỷ","Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","104,35 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",,5 m,5.3 m,,23 m²
"5,90 tỷ","Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","35,12 triệu/m²",5 phòng,,,,Đã có sổ,Nhà biệt thự,,9 m,18 m,,168 m²
7 tỷ,"11, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,78 triệu/m²",2 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,4 m,23 m,,
"2,47 tỷ","Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","117,62 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3 m,,,
"2,40 tỷ","Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","104,35 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",,5 m,5.3 m,,23 m²
"5,90 tỷ","Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","35,12 triệu/m²",5 phòng,,,,Đã có sổ,Nhà biệt thự,,9 m,18 m,,168 m²
7 tỷ,"11, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,78 triệu/m²",2 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,4 m,23 m,,
"2,25 tỷ",Cập nhật 1 ngày trước,"70,31 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,32 m²
"2,30 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","51,11 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,4.5 m,,,
"8,90 tỷ",Cập nhật 1 ngày trước,"214,46 triệu/m²",4 phòng,4 phòng,Đông Nam,,Đang chờ sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"2,15 tỷ","Bình Chuẩn 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","31,62 triệu/m²",3 phòng,2 phòng,Đông,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,5 m,,,
"7,70 tỷ","Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","93,90 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,6.5 m,,,
"1,30 tỷ",Cập nhật 1 ngày trước,26 triệu/m²,2 phòng,1 phòng,Đông Nam,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"8,60 tỷ","Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","143,33 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,415 m,,,
