price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
30 tỷ,"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","122,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,245 m²
17 tỷ,"635, Đường Hà Duy Phiên, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","13,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1300 m²
14 tỷ,"Đường Nguyễn Thị Lê, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","52,63 triệu/m²",Đông,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,266 m²
105 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","719,18 triệu/m²",,Đã có sổ,Văn phòng,,146 m²
200 triệu,"Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",500.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,400 m²
500 triệu,"Khu Bầu Cat, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",833.333 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,600 m²
140 triệu,"Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",466.666 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
1 tỷ,"66, Đường Song Hành Quốc Lộ 22, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",5 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
950 triệu,"25, Đường số 75, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","7,20 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,132 m²
"24,50 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","164,73 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,148.73 m²
95 tỷ,"26-28, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","420,35 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,226 m²
300 triệu,"B7, Đường số 1, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",600.000 đ/m²,Tây Nam,Giấy tờ khác,Mặt bằng kinh doanh,Hoàn thiện cơ bản,500 m²
"5,50 tỷ","Đường Thới Hòa, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","38,73 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,142 m²
"2,20 tỷ","Hương lộ 80, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","7,86 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,280 m²
"2,90 tỷ","96, Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","24,17 triệu/m²",,Đang chờ sổ,Shophouse,,120 m²
170 triệu,"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,13 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,80 m²
"7,50 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","23,15 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,324 m²
50 triệu,"1/1c, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",277.777 đ/m²,Tây,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,180 m²
14 tỷ,"53a, Đường Núi Thành, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",280 triệu/m²,Đông,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,50 m²
450 triệu,"Thanh Lộc , Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,180 m²
2 tỷ,"Đường T8, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,650 m²
"1,20 tỷ","Đường Ấp Chiến lược, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",3 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,400 m²
"1,20 tỷ","Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","5,04 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,238 m²
430 triệu,"Đường Tỉnh lộ 10, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
"1,10 tỷ","Đường Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,67 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,300 m²
"5,20 tỷ","Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,37 triệu/m²",,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,92.25 m²
22 tỷ,"Đường Võ Thị Sáu, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","293,33 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75 m²
16 tỷ,"265-197 Đường số 9A, Khu chức năng 6A, Khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","77,34 triệu/m²",Nam,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,206.88 m²
150 triệu,"364/12, Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","2,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,70 m²
52 tỷ,Đường Trần Thị Cờ,"88,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,590 m²
"3,45 tỷ","Trần Kế Xương, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","69,70 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,49.5 m²
"1,40 tỷ","Xung Quanh 5 Tòa Chung Cư, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","3,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
"2,80 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","45,16 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,62 m²
10 tỷ,"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","62,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,160 m²
450 triệu,"Xxx, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","2,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
800 triệu,"Xxx, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,800 m²
900 triệu,"Xxxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,600 m²
280 triệu,"Xxxx, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","1,40 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
950 triệu,"Xxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,38 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,400 m²
"1,60 tỷ","Xxxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,1000 m²
"1,40 tỷ","Xxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,400 m²
"17,50 triệu","Đường Số 7, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",87.500 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
30 triệu,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",125.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,240 m²
"5,90 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","98,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,60 m²
360 triệu,"Vườn Lài, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","2,40 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,150 m²
900 triệu,"XYZ, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,29 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,700 m²
"21,50 tỷ","37, Đường Văn Cao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","153,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,140 m²
"10,50 tỷ","Số 12, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",105 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
36 tỷ,"Đường To, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","69,23 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,520 m²
"1,45 tỷ","Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","6,59 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,220 m²
"6,80 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh","70,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,96 m²
"12,60 tỷ","Đường 28A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",140 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,90 m²
25 tỷ,"Đường Số 9, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","21,55 triệu/m²",Tây Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,1160 m²
18 tỷ,"Lê Đình Chi, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","19,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,935 m²
11 tỷ,"Đường Hồ Học Lãm, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",55 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
250 triệu,"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,50 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
320 triệu,"Đường Bàu Cát 8, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","1,07 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,300 m²
250 triệu,"chung cư ruby, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,50 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
250 triệu,"Đường Bàu Cát, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","1,25 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
980 triệu,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",980.000 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1000 m²
"6,40 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","73,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,87 m²
"2,40 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","46,15 triệu/m²",,Đã có sổ,Shophouse,,52 m²
"9,90 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","76,15 triệu/m²",,Giấy tờ khác,Shophouse,,130 m²
49 tỷ,"Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","82,77 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,592 m²
"2,30 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","71,88 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,32 m²
"6,50 tỷ","Cách Mạng Tháng Tám , Phường 15, Quận 10, Tp Hồ Chí Minh","180,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,36 m²
"13,90 tỷ","Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","128,70 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,108 m²
"4,48 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","44,80 triệu/m²",,Đang chờ sổ,Shophouse,,100 m²
18 tỷ,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","46,15 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Bàn giao thô,390 m²
"4,80 tỷ","Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",160 triệu/m²,,,Mặt bằng kinh doanh,,30 m²
38 tỷ,"Đường Bình Phú, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,93 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,976 m²
"5,65 tỷ","Đường Nguyễn Thái Học, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","175,47 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,32.2 m²
"3,60 tỷ","Số 2, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,60 m²
"9,25 tỷ","Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","256,94 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,36 m²
"5,49 tỷ","Số 40 Tân Chánh Hiệp 4, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","60,99 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,90 m²
"16,80 tỷ","Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","218,18 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,77 m²
120 triệu,"274, Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",666.666 đ/m²,Đông,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,180 m²
130 triệu,"Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","1,30 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,100 m²
88 triệu,"Đường Lớn, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",110.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,800 m²
50 triệu,"Khu Đường Lớn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",166.666 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
250 triệu,"Sông THAO, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,100 m²
290 triệu,"Etow, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,16 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
350 triệu,"Đường Số 25, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,40 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,250 m²
250 triệu,"Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,50 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
150 tỷ,"Số 7, Einstein, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","93,05 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1612 m²
30 tỷ,"Đường Số 32, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","113,21 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,265 m²
68 tỷ,"Đường Võ Thị Thừa, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","39,98 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1701 m²
7 tỷ,"996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","56,45 triệu/m²",,Đã có sổ,Shophouse,Bàn giao thô,124 m²
"11,35 tỷ",Đường Nguyễn Thị Ngâu,"39,40 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,288.1 m²
"8,80 tỷ","Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","118,52 triệu/m²",Nam,Đang chờ sổ,Shophouse,Bàn giao thô,74.25 m²
7 tỷ,"tô ngọc vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","71,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,98 m²
7 tỷ,"tx13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","97,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,72 m²
68 tỷ,"võ thị thừa, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",40 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,1700 m²
"5,30 tỷ","trần thị hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","66,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"9,50 triệu","Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh",950.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10 m²
24 tỷ,"Lê Thị Hà, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","90,57 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,,265 m²
"33,50 tỷ","Đường Phan Huy ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","203,03 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,165 m²
"5,20 tỷ","Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,06 triệu/m²",Nam,Đang chờ sổ,Shophouse,,92.75 m²
"13,50 tỷ","Đường số 1, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",150 triệu/m²,Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,90 m²
"6,50 tỷ","385, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,78 m²
999 triệu,"Đường Quốc lộ 50, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","11,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,85 m²
8 tỷ,"Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","98,77 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,81 m²
"6,20 tỷ","An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","72,94 triệu/m²",Đông Nam,Giấy tờ khác,Shophouse,Nội thất đầy đủ,85 m²
125 tỷ,"Đường Liên Xã Thị Trấn Tân Hiệp, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh","19,84 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,6300 m²
32 tỷ,"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","101,59 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,315 m²
"14,80 tỷ","31, Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","128,70 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,115 m²
100 triệu,"Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","3,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,30 m²
"8,20 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","139,46 triệu/m²",,Giấy tờ khác,Shophouse,Bàn giao thô,58.8 m²
250 triệu,"Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","1,92 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,130 m²
"2,40 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",48 triệu/m²,,Đã có sổ,Shophouse,Hoàn thiện cơ bản,50 m²
5 tỷ,Nguyễn Xiển,100 triệu/m²,Đông Nam,Đã có sổ,Shophouse,,50 m²
"2,10 tỷ","Huỳnh Thị Na, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","37,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,56 m²
45 tỷ,"Đường Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","281,25 triệu/m²",,Đã có sổ,Văn phòng,,160 m²
76 tỷ,"03, Đường số 3, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","145,59 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,522 m²
"12,50 triệu","Lý Long Tường, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",125.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,100 m²
58 tỷ,"Đường Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","958,68 triệu/m²",Tây Bắc,Đã có sổ,Văn phòng,Bàn giao thô,60.5 m²
15 triệu,"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",200.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,75 m²
300 triệu,"Gần Ngay Vườn Lài., Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","2,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,105 m²
"18,90 tỷ","Đường Cao Thắng, Phường 3, Quận 3, Tp Hồ Chí Minh","259,97 triệu/m²",,Đã có sổ,Shophouse,,72.7 m²
100 triệu,"Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","3,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,30 m²
200 triệu,"Vườn Lài, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
18 triệu,"Khu Vực Nguyễn Sỹ Sách., Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",187.500 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,96 m²
42 tỷ,"Đường Sông Lu, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","12,15 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,3456 m²
75 triệu,"775, Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",375.000 đ/m²,Đông,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
150 triệu,"Đường Đàm Thận Huy, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,88 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất cao cấp,80 m²
