title,price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
sang quan bida dep 9 ban tai tan phu - 120080825,360 triệu,"Tinh Lo 10, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","1,20 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
sang quán bida va phòng tro - 120080191,"1,25 tỷ","Đường Dương Quảng Hàm, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","6,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
sang quan bida 7 ban poll bình thanh - 120080080,380 triệu,"No Trang Long, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,155 m²
Bán Nhà Mặt Tiền Kinh Doanh Sầm Uất Đường số 48 P. HBC Tp Thủ Đức - 117943346,10 tỷ,"Đường số 48, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","111,11 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,90 m²
"sang quan bida mt  dep tai p 25 ,bình Thạnh - 120080014",500 triệu,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,210 m²
sang quán bida + CAPHÊ +rooftop - 120079943,"1,5 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",5 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
sang quán bida mat tien dep tai bình Thạnh - 120079872,490 triệu,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
BÁN NHÀ CĂN GÓC 4X18 NGUYỄN PHÚC CHU - 119504057,"10,5 tỷ","154/4/53, Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","145,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,72 m²
Chính chủ cần sang quán bida tâm huyết tại bình thạnh - 119623908,490 triệu,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,06 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,160 m²
MẶT TIỀN LÊ QUANG ĐỊNH DIỆN TÍCH LỚN. GIÁ RẺ NHẤT KHU VỰC - 119946719,58 tỷ,"Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","87,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,660 m²
BÁN GẤP CĂN HỘ DỊCH VỤ 33 PHÒNG - 120075397,26 tỷ,"Đường Dương Đức Hiền, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,260 m²
SANG QUÁN CAFE PHONG CÁCH HIỆN ĐẠI - 119625157,650 triệu,"Đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","3,11 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,209 m²
HXH 10m - NGANG 8M - 54M2 ĐẤT - 11PN - KHAI THÁC 80TR/TH - 120073757,"12,5 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh","231,48 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,54 m²
"BÁN NHÀ THỦ ĐỨC, GIÁ SỐC, KHÁCH SẠN 2 MẶT TIỀN PHƯỜNG TRƯỜNG THẠNH, Q9 - 120073533","17,9 tỷ","Đường Lò Lu, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","94,21 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,190 m²
Chủ nhà kẹt tiền cần bán gấp Shophouse 5tỷ5.DT: 151m2. (1 trệt 1 lầu) - 120073487,"5,5 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","36,42 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
Bán căn hộ dịch vụ 3 mặt thoáng mát 4.7x16 kc 4 lầu thang máy - 120072949,12 tỷ,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","164,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,73 m²
Sang quán Cafe 2 Mặt tiền Khu Dân Cư Tp. Thủ Đức - 117684679,230 triệu,"38C/3, Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh","1,64 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,140 m²
"Bán khuôn đất 7.5x20 đường số 28 P6 phù hợp xây văn phòng,biệt thự…. - 120072666","12,8 tỷ","Đường số 28, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","85,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,150 m²
13.6 Tỷ chọn Shophouse 73m2 đang cho thuê Hd 50triệu/tháng Vinhomes - 119265357,"13,6 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","186,30 triệu/m²",Đông Bắc,Đang chờ sổ,Shophouse,Nội thất đầy đủ,73 m²
"Bán nhà phố Senturia Vườn Lài, Q12 dt 7.5x20 góc 2 mặt tiền thoáng mát - 120072566",13 tỷ,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","86,67 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,150 m²
Bán Kho Xưởng Mặt Tiền Đường Cont 24h Trung Tâm Q2 - 120071025,180 tỷ,"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","83,72 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,2150 m²
BÁN GẤP BT KINH DOANH CAFE SÂN VƯỜN 2 MẶT TIỀN (FULL TC 611m2 )TL MẠNH - 118195773,58 tỷ,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","94,93 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,611 m²
đát 12x10m . ngay Đỗ Văn Dậy 16 . vi trí đẹp . gần Chợ Hóc Môn - 119540386,"2,85 tỷ","Đường Đỗ Văn Dậy 16, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","23,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120 m²
"Bán Nhà 2 Mặt Tiền Kinh Doanh 4 tầng , Trường Thạnh, Quận 9 nhỉnh 8 tỷ - 113409669","8,6 tỷ","undefined, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","95,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,90 m²
Nhà Nguyễn văn giáp F bỉnh trưng đông Q2 - 119894059,"14,5 tỷ","66 Nguyễn văn giáp F bỉnh trưng đông Q2, nguyễn văn giáp, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh","66,82 triệu/m²",Đông Bắc,Đã có sổ,Văn phòng,Nội thất cao cấp,217 m²
CẦN BÁN KHO XƯỞNG MỚI - 1200m2 - có PCCC & GPXD - 20x58 - Sát Thị Trân - 117546264,25 tỷ,"Đường Trần Văn Chầm, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","21,55 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1160 m²
"⭐️BÁN NHÀ XƯỞNG TX46 Q.12 ( 6,5mx33m) dt 203m2 - 120068253","7,45 tỷ","Đường Thạnh Xuân 46, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","36,70 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,,203 m²
sang quán 2 mt lô góc 3 phòng ngủ riêng biệt không chung chủ - TÂN PHÚ - 118997917,360 triệu,"Đường Tây Thạnh, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,120 m²
sang lô góc 2 mt nằm ngay kv đông dan cư 1 phog ngủ l.ai lớn - 120067468,240 triệu,"phú thạnh, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",857.142 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,280 m²
bàn lai quán cf có 1 lầu 2 phong ngủ lai cho khách cần ngay bàu cát - 118428183,250 triệu,"BC , Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",892.857 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,280 m²
San quán coffee - 120066783,100 triệu,"45, Đường S7, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,100 m²
Sang Quán Mặt Tiền Nguyễn Ảnh Thủ To Đẹp 2 Tầng - 120066511,120 triệu,"158a, Đường Nguyễn Ảnh Thủ, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",200.000 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,600 m²
Sang mô hình chi nhánh Mì trộn Park Kim Thang Express. Gò Vấp - 119540412,5 triệu,"Hẻm 616/61 Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",250.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,20 m²
"Chỉ 1,2 Tỷ sỡ hữu ngay SHOPHOUSE 2 tầng 151m2 - HD thuê sẵn 18tr - 118372524",5 tỷ,"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","33,11 triệu/m²",Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
M TIỀN K DOANH CMT8 F13 QUẬN 10 -DT:105M  THANG MÁY-NHÀ MỚI - GIÁ 30 T - 120065041,30 tỷ,"ĐƯỜNG CÁCH MẠNG THÁNG 8 F13 QUẬN 10, Phường 13, Quận 10, Tp Hồ Chí Minh","285,71 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,105 m²
"🏡 MẶT TIỀN ĐƯỜNG NGUYỄN THỊ THẬP, TÂN QUY, Q.7 - 120064678",72 tỷ,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","91,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,790 m²
"Căn hộ dịch vụ kế 5 trường đại học,18 phòng, doanh thu 1,3 tỷ/năm - 120063718","18,5 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","26,58 triệu/m²",,Đã có sổ,Officetel,Nội thất cao cấp,696 m²
Sang tiệm - 120063321,42 triệu,"2342, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","1,05 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,40 m²
"Nhà xưởng 460m2 góc 2MT Trung Đông 7 , DT 16m x 30m - Full thổ cư - 118261174","14,5 tỷ","Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","31,52 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,460 m²
"BÁN GÂP NHÀ XƯỞNG NẰM MT QL1K 871M2 ĐANG CHO THUÊ 50TR/1TH GIÁ 39,5TỶ - 118346048","39,5 tỷ","Đường Quốc lộ 1K, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","45,35 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,871 m²
Sang sân cầu lông Pickleball tân phú - 120061262,1 tỷ,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",555.555 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,1800 m²
"Nam Long mở bán Shophouse Akari City, Chiết khấu 8% + Giảm thêm 200tr - 119270193",12 tỷ,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","64,86 triệu/m²",,Giấy tờ khác,Shophouse,Bàn giao thô,185 m²
Bán nhà MT cho thuê KD spa 26tr/tháng Trần Kế Xương - P7 - Phú Nhuận. - 114178080,"3,45 tỷ","Trần Kế Xương, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","69,70 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,49.5 m²
MẶT TIỀN ĐANG KINH DOANH - 6.3x15 - TRUNG TÂM QUẬN 6 - CHƯA TỚI 18 TỶ - 120060280,18 tỷ,"Đường Hồng Bàng, Phường 12, Quận 6, Tp Hồ Chí Minh","197,80 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,91 m²
LÊN CĂN SHOPHOUSE 75M2 GIÁ 8.5 TỶ CHO CẢ NHÀ IU TẠI Q7 RIVERSIDE - 120058985,"8,5 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","113,33 triệu/m²",,Giấy tờ khác,Shophouse,,75 m²
MẶT TIỀN 2 TẦNG ĐÚC NGUYỄN THỊ KIỂU TTH Q12 GIÁ RẺ 12 TỶ - 120013743,12 tỷ,"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",75 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,160 m²
Sang xưởng nội thất gỗ công nghiệp và tự nhiên - 120058576,350 triệu,"Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh",777.777 đ/m²,Bắc,Đã có sổ,Mặt bằng kinh doanh,,450 m²
BÁN XƯỞNG 15x18 - 120057757,"6,2 tỷ","Đường Võ Văn Vân, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","22,96 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,270 m²
"Bán kho xưởng 221m² mặt tiền 8m, Xô Viết Nghệ Tĩnh, Bình Thạnh, 14 tỷ - 120056763",14 tỷ,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","63,35 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,221 m²
Sang nhượng cafe ĐẸP; LỜI 50tr/1th cho ai TỰ làm (KO sang thương hiệu) - 119995081,600 triệu,"369 , Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","3,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,180 m²
Biệt Thự Mới Xây Nội Thất Cao cấp Khu Tên Lửa Dt 8x20. Giá 25 Tỷ - 119936822,25 tỷ,"Đường số 11, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","156,25 triệu/m²",,Đã có sổ,Văn phòng,,160 m²
Khách Sạn 3 Sao 379 Tỷ MT Thái Văn Lung P.Bến Nghé Q.1-KC.Hầm 11 Tầng - 116892172,379 tỷ,Đường Thái Văn Lung,"1,67 tỷ/m²",,Đã có sổ,Mặt bằng kinh doanh,,227 m²
Tòa Nhà VP MT Hoàng Dư Khương P.12 Q.10 DT-128 KC Hầm 6 Lầu Giá 50 Tỷ - 116813026,50 tỷ,"Đường Hoàng Dư Khương, Phường 12, Quận 10, Tp Hồ Chí Minh","390,62 triệu/m²",,Đã có sổ,Văn phòng,,128 m²
Toà Nhà VP Mặt Tiền Sông Nhuệ P2 Q.Tân Bình Giá 38TỶ DT 196m2 HDT160tr - 115324063,38 tỷ,"Đường Sông Nhuệ, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","193,88 triệu/m²",,Đã có sổ,Văn phòng,,196 m²
"Hiện Đang KDNH.MT Nguyễn Cư Trinh,P.Phạm Ngũ Lão,Q1 660M2 Giá 550Ty TL - 107238909",550 tỷ,"Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","833,33 triệu/m²",,,Mặt bằng kinh doanh,,660 m²
Bán Office cao cấp 74m2 toà ST Moritz Phạm Văn Đồng Thủ Đức - 120054850,"3,15 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","42,57 triệu/m²",,Đang chờ sổ,Văn phòng,Nội thất đầy đủ,74 m²
"GIẢM 4,4TỶ BÁN GẤP NHÀ 3 TẦNG MẶT TIỀN KINH DOANH - 100M2 (5x20) - 118458903","10,6 tỷ","Đường Tân Lập 1, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",106 triệu/m²,Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
"BÁN SHOPHOUSE PHÚ GIA CÓ SỔ - 115M2, SẴN HĐ THUÊ WINMART - 116121147","5,5 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","47,83 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,115 m²
NHÀ MT  KINH DOANH  SẦM UẤT  P HT Q12 3 LẦU  Đg  Bank - 120053545,"11,99 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","99,92 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120 m²
Cần Bán Nhà góc 2 mặt tiền đường Nguyễn Ảnh Thủ ngay chợ Bà Điểm - 120053323,12 tỷ,"Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",120 triệu/m²,Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100 m²
Nhà MTKD VỪA Ở VỪA ĐANG CHO THUÊ THU NHẬP CAO - 120052887,"7,9 tỷ","Đường Nguyễn Tiểu La, Phường 8, Quận 10, Tp Hồ Chí Minh","117,91 triệu/m²",,Đã có sổ,Shophouse,Nội thất cao cấp,67 m²
"KHÁM PHÁ NGAY : VÌ SAO SHOP GLORY HEIGHT LÀ "" MỎ VÀNG "" CHO NHÀ ĐẦU TƯ - 119259773",26 tỷ,"Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh",260 triệu/m²,,Giấy tờ khác,Shophouse,Bàn giao thô,100 m²
"Bán TOÀ NHÀ 6 TẦNG VỪA Ở VÀ KINH DOANH 224,4 M2  GIÁ 12,6 TỶ - 120051560","12,6 tỷ","574, Đường SINCO, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",56 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,225 m²
Mặt Bằng kinh doanh khu ven sông ngay giga mill - 119268349,"19,5 tỷ","Đường số 27, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","126,62 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,154 m²
bán lỗ căn shop âm 100tr  so với hợp đồng gốc - 118971807,"2,836 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","49,75 triệu/m²",Đông Nam,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,57 m²
Toà nhà hẻm 10m 339/1b Lê Văn Sỹ Q3 Ngang 8 5 Tầng 10.8 tỷ - 117099853,"11,5 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh","209,09 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,55 m²
SANG NHƯỢNG NHÀ HÀNG HẢI SẢN - 119981484,"1,8 tỷ","948, Phạm Văn Đồng. Khu phố 9, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","1,12 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,1600 m²
Bán 80m2 nhà mặt tiền đường nhà đường Điện Biên Phủ - 120047482,"13,5 tỷ","Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","168,75 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,,80 m²
BÁN GẤP CĂN SHOPHOUSE TẠI PRECIA 7 TỶ PHÙ HỢP MẶT TIỀN KINH DOANH - 120046995,7 tỷ,"Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","97,22 triệu/m²",,Giấy tờ khác,Shophouse,,72 m²
"XƯỞNG BÁN HOẶC CHO THUÊ, 10 x 50, MẶT TIỀN HƯƠNG LỘ 2, RỘNG, KIÊN CỐ - 120019124",35 tỷ,"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",70 triệu/m²,Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,500 m²
🟢 Nhà Mặt Tiền Quận 3 - Chỉ nhỉnh 4 tỷ ~ 60m² - Đang có HĐT cao - 120046849,4 tỷ,"Nguyễn Hiền Cư Xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh","142,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,28 m²
VỊ TRÍ KIM CƯƠNG -TOÀ NHÀ GỐC CHỢ TÂN MỸ - 120046253,120 tỷ,"Đường Tân Mỹ, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",600 triệu/m²,Đông,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,200 m²
"Tòa nhà Phan Tôn Quận 1, 1 hầm + 8 tầng, 659m2 sổ hồng chính chủ - 120045857",220 tỷ,"Đường Phan Tôn, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","316,55 triệu/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,695 m²
Bán nhanh căn Shop S1 Diamond - Celadon City giá Tốt mua từ chủ đầu tư - 117292604,"2,3 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","7,62 triệu/m²",,Đang chờ sổ,Shophouse,Bàn giao thô,302 m²
"Bán căn góc Shophouse 523,7m2, vị trí đẹp nhất tại Celadon City - 117224963","47,6 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","91,01 triệu/m²",,Đang chờ sổ,Shophouse,Bàn giao thô,523 m²
Shophouse Eaton Park(Limited) vị trí vàng MT Mai Chí Thọ 5% Ký HDMB - 116516525,"23,999 tỷ","Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","282,35 triệu/m²",,Giấy tờ khác,Shophouse,Bàn giao thô,85 m²
Chính chủ cần bán - 120045308,18 tỷ,"2, Đường Đường 12A, Phường 6, Quận 4, Tp Hồ Chí Minh",300 triệu/m²,Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,60 m²
Mặt tiền đường An Dương Vương phường 16 quận 6 DT 900 m2 giá 60 tỷ TL - 118968920,60 tỷ,"Đường An Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh","66,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,900 m²
Cần bán nhà xưởng dg tân thới nhất Q 12 DT 4082 m2 giá 140 tỷ - 120043194,140 tỷ,"Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","34,30 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,4082 m²
Cần bán mặt bằng kinh doanh đường Nguyễn Hiền Q3 - 120042961,"4,75 tỷ","Đường Nguyễn Hiền, Phường 4, Quận 3, Tp Hồ Chí Minh","135,71 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,35 m²
BÁN NHÀ MẶT BẰNG KD CHO THUÊ VP SHOP NAIL TÓC ... - 117485863,"5,65 tỷ","Đường Nguyễn Thái Học, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","175,47 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,32.2 m²
"Bán Gấp Nhà Kê Khai , 4x8,1 lầu,1ty950tr TL,MT hiệp Thành 26.q12. - 118959752","1,95 tỷ","Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","60,94 triệu/m²",Tây,Đang chờ sổ,Mặt bằng kinh doanh,Nội thất cao cấp,32 m²
NHÀ MT KD VITRI ĐẸP KHU VỰC SẦM UẤT. VÀ NHIỀU THƯƠNG HIỆU . - 120041637,28 tỷ,"Đường  Nguyễn Văn Quá F Đông Hưng Thuận Q 12, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","105,26 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,266 m²
CỬA NGÕ THÀNH PHỐ HỒ CHÍ MINH - ĐOẠN ĐƯỜNG VIP - HÀNG HIẾM -  NHÀ MT Q - 119256056,"6,4 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","73,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,87 m²
Bán xưởng nhỏ. Xuân thới thựơng. Hóc môn - 116351569,"6,5 tỷ","xuân thới thựơng 2, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","27,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,240 m²
